id,name,qty,purchase,sales,product_id/id,package_type_id/id
marin.product_packaging_1071,16x1,16.0,True,True,marin.product_product_1376,marin.stock_package_type_13
marin.product_packaging_1072,12x1,12.0,True,True,marin.product_product_1379,marin.stock_package_type_29
marin.product_packaging_1073,16x1,16.0,True,True,marin.product_product_1380,marin.stock_package_type_13
marin.product_packaging_1074,2x1,2.0,True,True,marin.product_product_1381,marin.stock_package_type_23
marin.product_packaging_1075,8x1,8.0,True,True,marin.product_product_1386,marin.stock_package_type_32
marin.product_packaging_1076,12x1,12.0,True,True,marin.product_product_1387,marin.stock_package_type_8
marin.product_packaging_1077,12x1,12.0,True,True,marin.product_product_1396,marin.stock_package_type_8
marin.product_packaging_1078,10x1,10.0,True,True,marin.product_product_1397,marin.stock_package_type_2
marin.product_packaging_1079,12x1,12.0,True,True,marin.product_product_1399,marin.stock_package_type_8
marin.product_packaging_1080,12x1,12.0,True,True,marin.product_product_1418,marin.stock_package_type_8
marin.product_packaging_1081,1x20,1.0,True,True,marin.product_product_1419,marin.stock_package_type_37
marin.product_packaging_1082,12x1,12.0,True,True,marin.product_product_1428,marin.stock_package_type_8
marin.product_packaging_1083,2x1,2.0,True,True,marin.product_product_1429,marin.stock_package_type_23
marin.product_packaging_1084,4x1,4.0,True,True,marin.product_product_1430,marin.stock_package_type_25
marin.product_packaging_1085,12x1,12.0,True,True,marin.product_product_1431,marin.stock_package_type_8
marin.product_packaging_1086,12x1,12.0,True,True,marin.product_product_1432,marin.stock_package_type_8
marin.product_packaging_1087,12x1,12.0,True,True,marin.product_product_1437,marin.stock_package_type_8
marin.product_packaging_1088,12x1,12.0,True,True,marin.product_product_1438,marin.stock_package_type_8
marin.product_packaging_1089,12x1,12.0,True,True,marin.product_product_1444,marin.stock_package_type_8
marin.product_packaging_1090,12x1,12.0,True,True,marin.product_product_1453,marin.stock_package_type_8
marin.product_packaging_1091,12x1,12.0,True,True,marin.product_product_1456,marin.stock_package_type_8
marin.product_packaging_1092,12x1,12.0,True,True,marin.product_product_1457,marin.stock_package_type_8
marin.product_packaging_1093,12x1,12.0,True,True,marin.product_product_1458,marin.stock_package_type_8
marin.product_packaging_1094,15x1,15.0,True,True,marin.product_product_1460,marin.stock_package_type_27
marin.product_packaging_1095,16x1,16.0,True,True,marin.product_product_1474,marin.stock_package_type_13
marin.product_packaging_1096,50kg,0.05,True,True,marin.product_product_1475,marin.stock_package_type_43
marin.product_packaging_1097,12x1,12.0,True,True,marin.product_product_1476,marin.stock_package_type_8
marin.product_packaging_1098,12x1,12.0,True,True,marin.product_product_1487,marin.stock_package_type_8
marin.product_packaging_1099,12x1,12.0,True,True,marin.product_product_1488,marin.stock_package_type_8
marin.product_packaging_1100,20x1,20.0,True,True,marin.product_product_1489,marin.stock_package_type_14
marin.product_packaging_1101,20x1,20.0,True,True,marin.product_product_1490,marin.stock_package_type_15
marin.product_packaging_1102,12x1,12.0,True,True,marin.product_product_1492,marin.stock_package_type_8
marin.product_packaging_1103,64x1,64.0,True,True,marin.product_product_1495,marin.stock_package_type_28
marin.product_packaging_1104,12x1,12.0,True,True,marin.product_product_1497,marin.stock_package_type_8
marin.product_packaging_1105,4x1,4.0,True,True,marin.product_product_1498,marin.stock_package_type_25
marin.product_packaging_1106,12x1,12.0,True,True,marin.product_product_1500,marin.stock_package_type_8
marin.product_packaging_1107,12x1,12.0,True,True,marin.product_product_1504,marin.stock_package_type_8
marin.product_packaging_1108,12x1,12.0,True,True,marin.product_product_1505,marin.stock_package_type_8
marin.product_packaging_1109,12x1,12.0,True,True,marin.product_product_1506,marin.stock_package_type_8
marin.product_packaging_1110,120x1,120.0,True,True,marin.product_product_1514,marin.stock_package_type_8
marin.product_packaging_1111,12x1,12.0,True,True,marin.product_product_1515,marin.stock_package_type_8
marin.product_packaging_1112,12x1,12.0,True,True,marin.product_product_1517,marin.stock_package_type_8
marin.product_packaging_1113,12x1,12.0,True,True,marin.product_product_1518,marin.stock_package_type_8
marin.product_packaging_1114,12x1,12.0,True,True,marin.product_product_1519,marin.stock_package_type_8
marin.product_packaging_1115,12x1,12.0,True,True,marin.product_product_1523,marin.stock_package_type_8
marin.product_packaging_1116,12X1,12.0,True,True,marin.product_product_1527,marin.stock_package_type_8
marin.product_packaging_1117,12X1,12.0,True,True,marin.product_product_1528,marin.stock_package_type_8
marin.product_packaging_1118,12x1,12.0,True,True,marin.product_product_1529,marin.stock_package_type_8
marin.product_packaging_1119,12x1,12.0,True,True,marin.product_product_1534,marin.stock_package_type_10
marin.product_packaging_1120,12x1,12.0,True,True,marin.product_product_1536,marin.stock_package_type_10
marin.product_packaging_1121,16x1,16.0,True,True,marin.product_product_1539,marin.stock_package_type_9
marin.product_packaging_1122,1x20,1.0,True,True,marin.product_product_1542,marin.stock_package_type_40
marin.product_packaging_1123,6x1,6.0,True,True,marin.product_product_1543,marin.stock_package_type_8
marin.product_packaging_1124,2x1,2.0,True,True,marin.product_product_1548,marin.stock_package_type_23
marin.product_packaging_1125,1x20,1.0,True,True,marin.product_product_1549,marin.stock_package_type_37
marin.product_packaging_1126,12x1,12.0,True,True,marin.product_product_1556,marin.stock_package_type_8
marin.product_packaging_1127,12x1,12.0,True,True,marin.product_product_1558,marin.stock_package_type_8
marin.product_packaging_1128,1x18,1.0,True,True,marin.product_product_1560,marin.stock_package_type_36
marin.product_packaging_1129,12x1,12.0,True,True,marin.product_product_1564,marin.stock_package_type_8
marin.product_packaging_1130,12x1,12.0,True,True,marin.product_product_1566,marin.stock_package_type_8
marin.product_packaging_1131,12x1,12.0,True,True,marin.product_product_1567,marin.stock_package_type_8
marin.product_packaging_1132,1x15,1.0,True,True,marin.product_product_1572,marin.stock_package_type_39
marin.product_packaging_1133,16x1,16.0,True,True,marin.product_product_1574,marin.stock_package_type_9
marin.product_packaging_1134,1x10,1.0,True,True,marin.product_product_1575,marin.stock_package_type_38
marin.product_packaging_1135,12X1,12.0,True,True,marin.product_product_1576,marin.stock_package_type_8
marin.product_packaging_1136,50kg,0.05,True,True,marin.product_product_1579,marin.stock_package_type_43
marin.product_packaging_1137,12x1,12.0,True,True,marin.product_product_1588,marin.stock_package_type_8
marin.product_packaging_1138,12x1,12.0,True,True,marin.product_product_1589,marin.stock_package_type_8
marin.product_packaging_1139,1x20,1.0,True,True,marin.product_product_1591,marin.stock_package_type_37
marin.product_packaging_1140,12x1,12.0,True,True,marin.product_product_1593,marin.stock_package_type_8
marin.product_packaging_1141,1x20,1.0,True,True,marin.product_product_1594,marin.stock_package_type_37
marin.product_packaging_1142,12x1,12.0,True,True,marin.product_product_1598,marin.stock_package_type_9
marin.product_packaging_1143,12x1,12.0,True,True,marin.product_product_1600,marin.stock_package_type_8
marin.product_packaging_1144,12x1,12.0,True,True,marin.product_product_1601,marin.stock_package_type_8
marin.product_packaging_1145,1x20,1.0,True,True,marin.product_product_1603,marin.stock_package_type_37
marin.product_packaging_1146,1x25,1.0,True,True,marin.product_product_1604,marin.stock_package_type_42
marin.product_packaging_1147,12x1,12.0,True,True,marin.product_product_1616,marin.stock_package_type_8
marin.product_packaging_1148,12x1,12.0,True,True,marin.product_product_1618,marin.stock_package_type_8
marin.product_packaging_1149,4x1,4.0,True,True,marin.product_product_1620,marin.stock_package_type_25
marin.product_packaging_1150,1x20,1.0,True,True,marin.product_product_1628,marin.stock_package_type_37
marin.product_packaging_1151,1x20,1.0,True,True,marin.product_product_1630,marin.stock_package_type_41
marin.product_packaging_1152,10x1,10.0,True,True,marin.product_product_1640,marin.stock_package_type_4
marin.product_packaging_1153,12x1,12.0,True,True,marin.product_product_1650,marin.stock_package_type_8
marin.product_packaging_1154,12x1,12.0,True,True,marin.product_product_1654,marin.stock_package_type_8
marin.product_packaging_1155,1x20,1.0,True,True,marin.product_product_1655,marin.stock_package_type_37
marin.product_packaging_1156,1x20,1.0,True,True,marin.product_product_1656,marin.stock_package_type_37
marin.product_packaging_1157,12x1,12.0,True,True,marin.product_product_1660,marin.stock_package_type_8
marin.product_packaging_1158,12x1,1.0,True,True,marin.product_product_1661,
marin.product_packaging_1159,12x1,12.0,True,True,marin.product_product_1666,marin.stock_package_type_8
marin.product_packaging_1160,12x1,12.0,True,True,marin.product_product_1669,marin.stock_package_type_9
marin.product_packaging_1161,2x1,2.0,True,True,marin.product_product_1670,marin.stock_package_type_23
marin.product_packaging_1162,12x1,12.0,True,True,marin.product_product_1671,marin.stock_package_type_8
marin.product_packaging_1163,50kg,0.05,True,True,marin.product_product_1673,marin.stock_package_type_43
marin.product_packaging_1164,50kg,0.05,True,True,marin.product_product_1674,marin.stock_package_type_43
marin.product_packaging_1165,50kg,0.05,True,True,marin.product_product_1675,marin.stock_package_type_43
marin.product_packaging_1166,50kg,0.05,True,True,marin.product_product_1676,marin.stock_package_type_43
marin.product_packaging_1167,50kg,0.05,True,True,marin.product_product_1680,marin.stock_package_type_43
marin.product_packaging_1168,50kg,0.05,True,True,marin.product_product_1681,marin.stock_package_type_43
marin.product_packaging_1169,50kg,0.05,True,True,marin.product_product_1682,marin.stock_package_type_43
marin.product_packaging_1170,50kg,0.05,True,True,marin.product_product_1683,marin.stock_package_type_43
marin.product_packaging_1171,12x1,12.0,True,True,marin.product_product_1688,marin.stock_package_type_10
marin.product_packaging_1172,50kg,0.05,True,True,marin.product_product_1690,marin.stock_package_type_43
marin.product_packaging_1173,12x1,12.0,True,True,marin.product_product_1691,marin.stock_package_type_8
marin.product_packaging_1174,1x20,1.0,True,True,marin.product_product_1692,marin.stock_package_type_37
marin.product_packaging_1175,50kg,0.05,True,True,marin.product_product_1693,marin.stock_package_type_43
marin.product_packaging_1176,12x1,12.0,True,True,marin.product_product_1697,marin.stock_package_type_8
marin.product_packaging_1177,20x1,20.0,True,True,marin.product_product_1699,marin.stock_package_type_19
marin.product_packaging_1178,12x1,12.0,True,True,marin.product_product_1701,marin.stock_package_type_8
marin.product_packaging_1179,1x200,1.0,True,True,marin.product_product_1703,marin.stock_package_type_34
marin.product_packaging_1180,12x1,12.0,True,True,marin.product_product_1704,marin.stock_package_type_8
marin.product_packaging_1181,4x1,4.0,True,True,marin.product_product_1705,marin.stock_package_type_25
marin.product_packaging_1182,16x1,16.0,True,True,marin.product_product_1706,marin.stock_package_type_9
marin.product_packaging_1183,64x1,64.0,True,True,marin.product_product_1708,marin.stock_package_type_28
marin.product_packaging_1184,16x1,16.0,True,True,marin.product_product_1709,marin.stock_package_type_13
marin.product_packaging_1185,16x1,16.0,True,True,marin.product_product_1710,marin.stock_package_type_13
marin.product_packaging_1186,1x20,1.0,True,True,marin.product_product_1711,marin.stock_package_type_37
marin.product_packaging_1187,20x1,20.0,True,True,marin.product_product_1714,marin.stock_package_type_15
marin.product_packaging_1188,12X1,12.0,True,True,marin.product_product_1715,marin.stock_package_type_8
marin.product_packaging_1189,2x10,2.0,True,True,marin.product_product_1718,marin.stock_package_type_23
marin.product_packaging_1190,16x1,16.0,True,True,marin.product_product_1721,marin.stock_package_type_13
marin.product_packaging_1191,15x1,15.0,True,True,marin.product_product_1740,marin.stock_package_type_6
marin.product_packaging_1192,12x1,12.0,True,True,marin.product_product_1742,marin.stock_package_type_8
marin.product_packaging_1193,2x1,2.0,True,True,marin.product_product_1743,marin.stock_package_type_23
marin.product_packaging_1194,12x1,12.0,True,True,marin.product_product_1745,marin.stock_package_type_8
marin.product_packaging_1195,12x1,12.0,True,True,marin.product_product_1747,marin.stock_package_type_12
marin.product_packaging_1196,12x1,12.0,True,True,marin.product_product_1748,marin.stock_package_type_8
marin.product_packaging_1197,12x1,12.0,True,True,marin.product_product_1749,marin.stock_package_type_8
marin.product_packaging_1198,12x1,12.0,True,True,marin.product_product_1767,marin.stock_package_type_8
marin.product_packaging_1199,4x1,4.0,True,True,marin.product_product_1776,marin.stock_package_type_25
marin.product_packaging_1200,12x1,12.0,True,True,marin.product_product_1777,marin.stock_package_type_8
marin.product_packaging_1201,1x25,1.0,True,True,marin.product_product_1779,marin.stock_package_type_42
marin.product_packaging_1202,24x1,24.0,True,True,marin.product_product_1780,marin.stock_package_type_21
marin.product_packaging_1203,1x25,1.0,True,True,marin.product_product_1781,marin.stock_package_type_42
marin.product_packaging_1204,24x1,24.0,True,True,marin.product_product_1782,marin.stock_package_type_21
marin.product_packaging_1205,1x25,1.0,True,True,marin.product_product_1783,marin.stock_package_type_42
marin.product_packaging_1206,12x1,12.0,True,True,marin.product_product_1786,marin.stock_package_type_8
marin.product_packaging_1207,15x1,15.0,True,True,marin.product_product_1787,marin.stock_package_type_6
marin.product_packaging_1208,12x1,12.0,True,True,marin.product_product_1788,marin.stock_package_type_8
marin.product_packaging_1209,1x20,1.0,True,True,marin.product_product_1799,marin.stock_package_type_37
marin.product_packaging_1210,12x1,12.0,True,True,marin.product_product_1807,marin.stock_package_type_12
marin.product_packaging_1211,50kg,0.05,True,True,marin.product_product_1808,marin.stock_package_type_43
marin.product_packaging_1212,6x1,6.0,True,True,marin.product_product_1809,marin.stock_package_type_30
marin.product_packaging_1213,12x1,12.0,True,True,marin.product_product_1811,marin.stock_package_type_8
marin.product_packaging_1214,10x1,10.0,True,True,marin.product_product_1816,marin.stock_package_type_4
marin.product_packaging_1215,10x1,10.0,True,True,marin.product_product_1820,marin.stock_package_type_33
marin.product_packaging_1216,12x1,12.0,True,True,marin.product_product_1821,marin.stock_package_type_8
marin.product_packaging_1217,12x1,12.0,True,True,marin.product_product_1826,marin.stock_package_type_8
marin.product_packaging_1218,12x1,12.0,True,True,marin.product_product_1828,marin.stock_package_type_8
marin.product_packaging_1219,20x1,20.0,True,True,marin.product_product_1834,marin.stock_package_type_19
marin.product_packaging_1220,20x1,20.0,True,True,marin.product_product_1835,marin.stock_package_type_17
marin.product_packaging_1221,2x1,2.0,True,True,marin.product_product_1852,marin.stock_package_type_23
marin.product_packaging_1222,12x1,12.0,True,True,marin.product_product_1856,marin.stock_package_type_8
marin.product_packaging_1223,12x1,12.0,True,True,marin.product_product_1857,marin.stock_package_type_8
marin.product_packaging_1224,12x1,12.0,True,True,marin.product_product_1858,marin.stock_package_type_8
marin.product_packaging_1225,25kg,1.0,True,True,marin.product_product_1864,marin.stock_package_type_42
marin.product_packaging_1226,16x1,16.0,True,True,marin.product_product_1866,marin.stock_package_type_9
marin.product_packaging_1227,12x1,12.0,True,True,marin.product_product_1867,marin.stock_package_type_8
marin.product_packaging_1228,12x1,12.0,True,True,marin.product_product_1873,marin.stock_package_type_8
marin.product_packaging_1229,1x20,1.0,True,True,marin.product_product_1874,marin.stock_package_type_37
marin.product_packaging_1230,12x1,12.0,True,True,marin.product_product_1875,marin.stock_package_type_8
marin.product_packaging_1231,12x1,12.0,True,True,marin.product_product_1876,marin.stock_package_type_8
marin.product_packaging_1232,12x1,12.0,True,True,marin.product_product_1877,marin.stock_package_type_8
marin.product_packaging_1233,1x20,1.0,True,True,marin.product_product_1878,marin.stock_package_type_37
marin.product_packaging_1234,4x5,4.0,True,True,marin.product_product_1879,marin.stock_package_type_24
marin.product_packaging_1235,1x20,1.0,True,True,marin.product_product_1887,marin.stock_package_type_37
marin.product_packaging_1236,1x25,1.0,True,True,marin.product_product_1888,marin.stock_package_type_42
marin.product_packaging_1237,12x1,12.0,True,True,marin.product_product_1890,marin.stock_package_type_8
marin.product_packaging_1238,12x1,12.0,True,True,marin.product_product_1892,marin.stock_package_type_8
marin.product_packaging_1239,12x1,12.0,True,True,marin.product_product_1893,marin.stock_package_type_8
marin.product_packaging_1240,1x20,1.0,True,True,marin.product_product_1899,marin.stock_package_type_37
marin.product_packaging_1241,10x1,10.0,True,True,marin.product_product_1901,marin.stock_package_type_4
marin.product_packaging_1242,12x1,12.0,True,True,marin.product_product_1903,marin.stock_package_type_8
marin.product_packaging_1243,12x1,12.0,True,True,marin.product_product_1904,marin.stock_package_type_8
marin.product_packaging_1244,12x1,12.0,True,True,marin.product_product_1908,marin.stock_package_type_33
marin.product_packaging_1245,2x1,2.0,True,True,marin.product_product_1940,marin.stock_package_type_22
marin.product_packaging_1246,12x1,12.0,True,True,marin.product_product_1947,marin.stock_package_type_8
marin.product_packaging_1247,1x25,1.0,True,True,marin.product_product_1951,marin.stock_package_type_42
marin.product_packaging_1248,50kg,0.05,True,True,marin.product_product_1952,marin.stock_package_type_43
marin.product_packaging_1249,12x1,12.0,True,True,marin.product_product_1956,marin.stock_package_type_8
marin.product_packaging_1250,12x1,12.0,True,True,marin.product_product_1960,marin.stock_package_type_29
marin.product_packaging_1251,12x1,12.0,True,True,marin.product_product_1961,marin.stock_package_type_8
marin.product_packaging_1252,16x1,16.0,True,True,marin.product_product_1966,marin.stock_package_type_13
marin.product_packaging_1253,20x1,20.0,True,True,marin.product_product_1967,marin.stock_package_type_15
marin.product_packaging_1254,4x1,4.0,True,True,marin.product_product_1968,marin.stock_package_type_24
marin.product_packaging_1255,12x1,12.0,True,True,marin.product_product_1971,marin.stock_package_type_9
marin.product_packaging_1256,12x1,12.0,True,True,marin.product_product_1972,marin.stock_package_type_8
marin.product_packaging_1257,12x1,12.0,True,True,marin.product_product_1973,marin.stock_package_type_8
marin.product_packaging_1258,1x20,1.0,True,True,marin.product_product_1974,marin.stock_package_type_37
marin.product_packaging_1259,12x1,12.0,True,True,marin.product_product_1975,marin.stock_package_type_8
marin.product_packaging_1260,12x1,12.0,True,True,marin.product_product_1976,marin.stock_package_type_8
marin.product_packaging_1261,12x1,12.0,True,True,marin.product_product_1977,marin.stock_package_type_8
marin.product_packaging_1262,1x20,1.0,True,True,marin.product_product_1978,marin.stock_package_type_37
marin.product_packaging_1263,12x1,12.0,True,True,marin.product_product_1987,marin.stock_package_type_8
marin.product_packaging_1264,12x1,12.0,True,True,marin.product_product_1988,marin.stock_package_type_8
marin.product_packaging_1265,12x1,12.0,True,True,marin.product_product_1991,marin.stock_package_type_8
marin.product_packaging_1266,12X1,1.0,True,True,marin.product_product_1994,marin.stock_package_type_8
marin.product_packaging_1267,12x1,12.0,True,True,marin.product_product_1995,marin.stock_package_type_8
marin.product_packaging_1268,12x1,12.0,True,True,marin.product_product_1996,marin.stock_package_type_8
marin.product_packaging_1269,12x1,12.0,True,True,marin.product_product_1998,marin.stock_package_type_8
marin.product_packaging_1270,10x1,10.0,True,True,marin.product_product_1999,marin.stock_package_type_3
marin.product_packaging_1271,10x1,10.0,True,True,marin.product_product_2000,marin.stock_package_type_3
marin.product_packaging_1272,1x200,1.0,True,True,marin.product_product_2008,marin.stock_package_type_34
marin.product_packaging_1273,1x20,1.0,True,True,marin.product_product_2014,marin.stock_package_type_37
marin.product_packaging_1274,1x20,1.0,True,True,marin.product_product_2015,marin.stock_package_type_37
marin.product_packaging_1275,12x1,1.0,True,True,marin.product_product_2024,marin.stock_package_type_8
marin.product_packaging_1276,2x9,2.0,True,True,marin.product_product_2025,marin.stock_package_type_23
marin.product_packaging_1277,1x20,1.0,True,True,marin.product_product_2027,marin.stock_package_type_37
marin.product_packaging_1278,1x200,1.0,True,True,marin.product_product_2029,marin.stock_package_type_34
marin.product_packaging_1279,50kg,0.05,True,True,marin.product_product_2033,marin.stock_package_type_43
marin.product_packaging_1280,12x1,12.0,True,True,marin.product_product_2037,marin.stock_package_type_8
marin.product_packaging_1281,12x1,12.0,True,True,marin.product_product_2044,marin.stock_package_type_8
marin.product_packaging_1282,12x1,12.0,True,True,marin.product_product_2046,marin.stock_package_type_8
marin.product_packaging_1283,15x1,15.0,True,True,marin.product_product_2048,marin.stock_package_type_10
marin.product_packaging_1284,12x1,12.0,True,True,marin.product_product_2051,marin.stock_package_type_8
marin.product_packaging_1285,10x1,10.0,True,True,marin.product_product_2058,marin.stock_package_type_4
marin.product_packaging_1286,4x1,4.0,True,True,marin.product_product_2059,marin.stock_package_type_25
marin.product_packaging_1287,20x1,20.0,True,True,marin.product_product_2066,marin.stock_package_type_16
marin.product_packaging_1288,12x1,12.0,True,True,marin.product_product_2067,marin.stock_package_type_8
marin.product_packaging_1289,12x1,12.0,True,True,marin.product_product_2068,marin.stock_package_type_8
marin.product_packaging_1290,12x1,12.0,True,True,marin.product_product_2088,marin.stock_package_type_8
marin.product_packaging_1291,12x1,12.0,True,True,marin.product_product_2118,marin.stock_package_type_8
marin.product_packaging_1292,12x1,12.0,True,True,marin.product_product_2122,marin.stock_package_type_8
marin.product_packaging_1293,12x1,12.0,True,True,marin.product_product_2125,marin.stock_package_type_8
marin.product_packaging_1294,12x1,12.0,True,True,marin.product_product_2128,marin.stock_package_type_8
marin.product_packaging_1295,12x1,12.0,True,True,marin.product_product_2130,marin.stock_package_type_8
marin.product_packaging_1296,12x1,12.0,True,True,marin.product_product_2131,marin.stock_package_type_8
marin.product_packaging_1297,30x1,30.0,True,True,marin.product_product_2133,marin.stock_package_type_8
marin.product_packaging_1298,12x1,12.0,True,True,marin.product_product_2137,marin.stock_package_type_8
marin.product_packaging_1299,12x1,12.0,True,True,marin.product_product_2139,marin.stock_package_type_8
marin.product_packaging_1300,12x1,12.0,True,True,marin.product_product_2143,marin.stock_package_type_8
marin.product_packaging_1301,12x1,12.0,True,True,marin.product_product_2145,marin.stock_package_type_8
marin.product_packaging_1302,12x1,12.0,True,True,marin.product_product_2148,marin.stock_package_type_8
marin.product_packaging_1303,12x1,12.0,True,True,marin.product_product_2152,marin.stock_package_type_8
