id,name,qty,purchase,sales,product_id/id,package_type_id/id
product_packaging_1051,12x1,12.0,True,True,marin_data.product_product_1284,marin_data.stock_package_type_8
product_packaging_1052,12x1,12.0,True,True,marin_data.product_product_1287,marin_data.stock_package_type_8
product_packaging_1053,12x1,12.0,True,True,marin_data.product_product_1289,marin_data.stock_package_type_8
product_packaging_1054,1x20,1.0,True,True,marin_data.product_product_1293,marin_data.stock_package_type_37
product_packaging_1055,12x1,12.0,True,True,marin_data.product_product_1300,marin_data.stock_package_type_8
product_packaging_1056,12x1,12.0,True,True,marin_data.product_product_1310,marin_data.stock_package_type_8
product_packaging_1057,1x20,1.0,True,True,marin_data.product_product_1321,marin_data.stock_package_type_37
product_packaging_1058,12x1,12.0,True,True,marin_data.product_product_1323,marin_data.stock_package_type_8
product_packaging_1059,12x1,12.0,True,True,marin_data.product_product_1324,marin_data.stock_package_type_8
product_packaging_1060,24x1,24.0,True,True,marin_data.product_product_1328,marin_data.stock_package_type_12
product_packaging_1061,12x1,12.0,True,True,marin_data.product_product_1329,marin_data.stock_package_type_12
product_packaging_1062,50kg,0.05,True,True,marin_data.product_product_1335,marin_data.stock_package_type_43
product_packaging_1063,12x1,12.0,True,True,marin_data.product_product_1340,marin_data.stock_package_type_8
product_packaging_1064,10x1,10.0,True,True,marin_data.product_product_1343,marin_data.stock_package_type_4
product_packaging_1065,12x1,12.0,True,True,marin_data.product_product_1349,marin_data.stock_package_type_8
product_packaging_1066,1x20,1.0,True,True,marin_data.product_product_1350,marin_data.stock_package_type_37
product_packaging_1067,12x1,12.0,True,True,marin_data.product_product_1353,marin_data.stock_package_type_8
product_packaging_1068,12x1,12.0,True,True,marin_data.product_product_1354,marin_data.stock_package_type_8
product_packaging_1069,12x1,12.0,True,True,marin_data.product_product_1359,marin_data.stock_package_type_11
product_packaging_1070,12x1,12.0,True,True,marin_data.product_product_1360,marin_data.stock_package_type_33
product_packaging_1071,8x1,8.0,True,True,marin_data.product_product_1363,marin_data.stock_package_type_32
product_packaging_1072,20x1,20.0,True,True,marin_data.product_product_1371,marin_data.stock_package_type_15
product_packaging_1073,10x1,10.0,True,True,marin_data.product_product_1372,marin_data.stock_package_type_5
product_packaging_1074,16x1,16.0,True,True,marin_data.product_product_1375,marin_data.stock_package_type_13
product_packaging_1075,16x1,16.0,True,True,marin_data.product_product_1376,marin_data.stock_package_type_13
product_packaging_1076,12x1,12.0,True,True,marin_data.product_product_1379,marin_data.stock_package_type_29
product_packaging_1077,16x1,16.0,True,True,marin_data.product_product_1380,marin_data.stock_package_type_13
product_packaging_1078,2x1,2.0,True,True,marin_data.product_product_1381,marin_data.stock_package_type_23
product_packaging_1079,8x1,8.0,True,True,marin_data.product_product_1386,marin_data.stock_package_type_32
product_packaging_1080,12x1,12.0,True,True,marin_data.product_product_1387,marin_data.stock_package_type_8
product_packaging_1081,12x1,12.0,True,True,marin_data.product_product_1396,marin_data.stock_package_type_8
product_packaging_1082,10x1,10.0,True,True,marin_data.product_product_1397,marin_data.stock_package_type_2
product_packaging_1083,12x1,12.0,True,True,marin_data.product_product_1399,marin_data.stock_package_type_8
product_packaging_1084,24x1,24.0,True,True,marin_data.product_product_1416,
product_packaging_1085,12x1,12.0,True,True,marin_data.product_product_1418,marin_data.stock_package_type_8
product_packaging_1086,1x20,1.0,True,True,marin_data.product_product_1419,marin_data.stock_package_type_37
product_packaging_1087,12x1,12.0,True,True,marin_data.product_product_1428,marin_data.stock_package_type_8
product_packaging_1088,2x1,2.0,True,True,marin_data.product_product_1429,marin_data.stock_package_type_23
product_packaging_1089,4x1,4.0,True,True,marin_data.product_product_1430,marin_data.stock_package_type_25
product_packaging_1090,12x1,12.0,True,True,marin_data.product_product_1431,marin_data.stock_package_type_8
product_packaging_1091,12x1,12.0,True,True,marin_data.product_product_1432,marin_data.stock_package_type_8
product_packaging_1092,12x1,12.0,True,True,marin_data.product_product_1437,marin_data.stock_package_type_8
product_packaging_1093,12x1,12.0,True,True,marin_data.product_product_1438,marin_data.stock_package_type_8
product_packaging_1094,12x1,12.0,True,True,marin_data.product_product_1444,marin_data.stock_package_type_8
product_packaging_1095,12x1,12.0,True,True,marin_data.product_product_1453,marin_data.stock_package_type_8
product_packaging_1096,12x1,12.0,True,True,marin_data.product_product_1456,marin_data.stock_package_type_8
product_packaging_1097,12x1,12.0,True,True,marin_data.product_product_1457,marin_data.stock_package_type_8
product_packaging_1098,12x1,12.0,True,True,marin_data.product_product_1458,marin_data.stock_package_type_8
product_packaging_1099,15x1,15.0,True,True,marin_data.product_product_1460,marin_data.stock_package_type_27
product_packaging_1100,16x1,16.0,True,True,marin_data.product_product_1474,marin_data.stock_package_type_13
product_packaging_1101,50kg,0.05,True,True,marin_data.product_product_1475,marin_data.stock_package_type_43
product_packaging_1102,12x1,12.0,True,True,marin_data.product_product_1476,marin_data.stock_package_type_8
product_packaging_1103,2x1,2.0,True,True,marin_data.product_product_1479,marin_data.stock_package_type_23
product_packaging_1104,12x1,12.0,True,True,marin_data.product_product_1487,marin_data.stock_package_type_8
product_packaging_1105,12x1,12.0,True,True,marin_data.product_product_1488,marin_data.stock_package_type_8
product_packaging_1106,20x1,20.0,True,True,marin_data.product_product_1489,marin_data.stock_package_type_14
product_packaging_1107,20x1,20.0,True,True,marin_data.product_product_1490,marin_data.stock_package_type_15
product_packaging_1108,12x1,12.0,True,True,marin_data.product_product_1492,marin_data.stock_package_type_8
product_packaging_1109,64x1,64.0,True,True,marin_data.product_product_1495,marin_data.stock_package_type_28
product_packaging_1110,12x1,12.0,True,True,marin_data.product_product_1497,marin_data.stock_package_type_8
product_packaging_1111,4x1,4.0,True,True,marin_data.product_product_1498,marin_data.stock_package_type_25
product_packaging_1112,12x1,12.0,True,True,marin_data.product_product_1500,marin_data.stock_package_type_8
product_packaging_1113,12x1,12.0,True,True,marin_data.product_product_1504,marin_data.stock_package_type_8
product_packaging_1114,12x1,12.0,True,True,marin_data.product_product_1505,marin_data.stock_package_type_8
product_packaging_1115,12x1,12.0,True,True,marin_data.product_product_1506,marin_data.stock_package_type_8
product_packaging_1116,120x1,120.0,True,True,marin_data.product_product_1514,marin_data.stock_package_type_8
product_packaging_1117,12x1,12.0,True,True,marin_data.product_product_1515,marin_data.stock_package_type_8
product_packaging_1118,12x1,12.0,True,True,marin_data.product_product_1517,marin_data.stock_package_type_8
product_packaging_1119,12x1,12.0,True,True,marin_data.product_product_1518,marin_data.stock_package_type_8
product_packaging_1120,12x1,12.0,True,True,marin_data.product_product_1519,marin_data.stock_package_type_8
product_packaging_1121,12x1,12.0,True,True,marin_data.product_product_1523,marin_data.stock_package_type_8
product_packaging_1122,12x1,12.0,True,True,marin_data.product_product_1527,marin_data.stock_package_type_8
product_packaging_1123,12x1,12.0,True,True,marin_data.product_product_1528,marin_data.stock_package_type_8
product_packaging_1124,12x1,12.0,True,True,marin_data.product_product_1529,marin_data.stock_package_type_8
product_packaging_1125,12x1,12.0,True,True,marin_data.product_product_1534,marin_data.stock_package_type_10
product_packaging_1126,12x1,12.0,True,True,marin_data.product_product_1536,marin_data.stock_package_type_10
product_packaging_1127,16x1,16.0,True,True,marin_data.product_product_1539,marin_data.stock_package_type_9
product_packaging_1128,1x20,1.0,True,True,marin_data.product_product_1542,marin_data.stock_package_type_40
product_packaging_1129,6x1,6.0,True,True,marin_data.product_product_1543,marin_data.stock_package_type_8
product_packaging_1130,2x1,2.0,True,True,marin_data.product_product_1548,marin_data.stock_package_type_23
product_packaging_1131,1x20,1.0,True,True,marin_data.product_product_1549,marin_data.stock_package_type_37
product_packaging_1132,12x1,12.0,True,True,marin_data.product_product_1556,marin_data.stock_package_type_8
product_packaging_1133,12x1,12.0,True,True,marin_data.product_product_1558,marin_data.stock_package_type_8
product_packaging_1134,1x18,1.0,True,True,marin_data.product_product_1560,marin_data.stock_package_type_36
product_packaging_1135,12x1,12.0,True,True,marin_data.product_product_1564,marin_data.stock_package_type_8
product_packaging_1136,12x1,12.0,True,True,marin_data.product_product_1566,marin_data.stock_package_type_8
product_packaging_1137,12x1,12.0,True,True,marin_data.product_product_1567,marin_data.stock_package_type_8
product_packaging_1138,1x15,1.0,True,True,marin_data.product_product_1572,marin_data.stock_package_type_39
product_packaging_1139,16x1,16.0,True,True,marin_data.product_product_1574,marin_data.stock_package_type_9
product_packaging_1140,1x10,1.0,True,True,marin_data.product_product_1575,marin_data.stock_package_type_38
product_packaging_1141,12x1,12.0,True,True,marin_data.product_product_1576,marin_data.stock_package_type_8
product_packaging_1142,50kg,0.05,True,True,marin_data.product_product_1579,marin_data.stock_package_type_43
product_packaging_1143,12x1,12.0,True,True,marin_data.product_product_1588,marin_data.stock_package_type_8
product_packaging_1144,12x1,12.0,True,True,marin_data.product_product_1589,marin_data.stock_package_type_8
product_packaging_1145,1x20,1.0,True,True,marin_data.product_product_1591,marin_data.stock_package_type_37
product_packaging_1146,12x1,12.0,True,True,marin_data.product_product_1593,marin_data.stock_package_type_8
product_packaging_1147,1x20,1.0,True,True,marin_data.product_product_1594,marin_data.stock_package_type_37
product_packaging_1148,12x1,12.0,True,True,marin_data.product_product_1598,marin_data.stock_package_type_9
product_packaging_1149,12x1,12.0,True,True,marin_data.product_product_1600,marin_data.stock_package_type_8
product_packaging_1150,12x1,12.0,True,True,marin_data.product_product_1601,marin_data.stock_package_type_8
product_packaging_1151,1x20,1.0,True,True,marin_data.product_product_1603,marin_data.stock_package_type_37
product_packaging_1152,1x25,1.0,True,True,marin_data.product_product_1604,marin_data.stock_package_type_42
product_packaging_1153,12x1,12.0,True,True,marin_data.product_product_1616,marin_data.stock_package_type_8
product_packaging_1154,12x1,12.0,True,True,marin_data.product_product_1618,marin_data.stock_package_type_8
product_packaging_1155,4x1,4.0,True,True,marin_data.product_product_1620,marin_data.stock_package_type_25
product_packaging_1156,1x20,1.0,True,True,marin_data.product_product_1628,marin_data.stock_package_type_37
product_packaging_1157,1x20,1.0,True,True,marin_data.product_product_1630,marin_data.stock_package_type_41
product_packaging_1158,10x1,10.0,True,True,marin_data.product_product_1640,marin_data.stock_package_type_4
product_packaging_1159,12x1,12.0,True,True,marin_data.product_product_1650,marin_data.stock_package_type_8
product_packaging_1160,12x1,12.0,True,True,marin_data.product_product_1654,marin_data.stock_package_type_8
product_packaging_1161,1x20,1.0,True,True,marin_data.product_product_1655,marin_data.stock_package_type_37
product_packaging_1162,1x20,1.0,True,True,marin_data.product_product_1656,marin_data.stock_package_type_37
product_packaging_1163,12x1,12.0,True,True,marin_data.product_product_1660,marin_data.stock_package_type_8
product_packaging_1164,8x1,8.0,True,True,marin_data.product_product_1661,marin_data.stock_package_type_32
product_packaging_1165,12x1,12.0,True,True,marin_data.product_product_1666,marin_data.stock_package_type_8
product_packaging_1166,12x1,12.0,True,True,marin_data.product_product_1669,marin_data.stock_package_type_9
product_packaging_1167,2x1,2.0,True,True,marin_data.product_product_1670,marin_data.stock_package_type_23
product_packaging_1168,12x1,12.0,True,True,marin_data.product_product_1671,marin_data.stock_package_type_8
product_packaging_1169,50kg,0.05,True,True,marin_data.product_product_1673,marin_data.stock_package_type_43
product_packaging_1170,50kg,0.05,True,True,marin_data.product_product_1674,marin_data.stock_package_type_43
product_packaging_1171,50kg,0.05,True,True,marin_data.product_product_1675,marin_data.stock_package_type_43
product_packaging_1172,50kg,0.05,True,True,marin_data.product_product_1676,marin_data.stock_package_type_43
product_packaging_1173,50kg,0.05,True,True,marin_data.product_product_1680,marin_data.stock_package_type_43
product_packaging_1174,50kg,0.05,True,True,marin_data.product_product_1681,marin_data.stock_package_type_43
product_packaging_1175,50kg,0.05,True,True,marin_data.product_product_1682,marin_data.stock_package_type_43
product_packaging_1176,50kg,0.05,True,True,marin_data.product_product_1683,marin_data.stock_package_type_43
product_packaging_1177,12x1,12.0,True,True,marin_data.product_product_1688,marin_data.stock_package_type_10
product_packaging_1178,50kg,0.05,True,True,marin_data.product_product_1690,marin_data.stock_package_type_43
product_packaging_1179,12x1,12.0,True,True,marin_data.product_product_1691,marin_data.stock_package_type_8
product_packaging_1180,1x20,1.0,True,True,marin_data.product_product_1692,marin_data.stock_package_type_37
product_packaging_1181,50kg,0.05,True,True,marin_data.product_product_1693,marin_data.stock_package_type_43
product_packaging_1182,12x1,12.0,True,True,marin_data.product_product_1697,marin_data.stock_package_type_8
product_packaging_1183,20x1,20.0,True,True,marin_data.product_product_1699,marin_data.stock_package_type_19
product_packaging_1184,12x1,12.0,True,True,marin_data.product_product_1701,marin_data.stock_package_type_8
product_packaging_1185,1x200,1.0,True,True,marin_data.product_product_1703,marin_data.stock_package_type_34
product_packaging_1186,12x1,12.0,True,True,marin_data.product_product_1704,marin_data.stock_package_type_8
product_packaging_1187,4x1,4.0,True,True,marin_data.product_product_1705,marin_data.stock_package_type_25
product_packaging_1188,16x1,16.0,True,True,marin_data.product_product_1706,marin_data.stock_package_type_9
product_packaging_1189,64x1,64.0,True,True,marin_data.product_product_1708,marin_data.stock_package_type_28
product_packaging_1190,16x1,16.0,True,True,marin_data.product_product_1709,marin_data.stock_package_type_13
product_packaging_1191,16x1,16.0,True,True,marin_data.product_product_1710,marin_data.stock_package_type_13
product_packaging_1192,1x20,1.0,True,True,marin_data.product_product_1711,marin_data.stock_package_type_37
product_packaging_1193,20x1,20.0,True,True,marin_data.product_product_1714,marin_data.stock_package_type_15
product_packaging_1194,12x1,12.0,True,True,marin_data.product_product_1715,marin_data.stock_package_type_8
product_packaging_1195,2x1,2.0,True,True,marin_data.product_product_1718,marin_data.stock_package_type_23
product_packaging_1196,12x1,12.0,True,True,marin_data.product_product_1719,marin_data.stock_package_type_8
product_packaging_1197,16x1,16.0,True,True,marin_data.product_product_1721,marin_data.stock_package_type_13
product_packaging_1198,2x1,2.0,True,True,marin_data.product_product_1738,
product_packaging_1199,15x1,15.0,True,True,marin_data.product_product_1740,marin_data.stock_package_type_6
product_packaging_1200,12x1,12.0,True,True,marin_data.product_product_1742,marin_data.stock_package_type_8
product_packaging_1201,2x1,2.0,True,True,marin_data.product_product_1743,marin_data.stock_package_type_23
product_packaging_1202,12x1,12.0,True,True,marin_data.product_product_1745,marin_data.stock_package_type_8
product_packaging_1203,12x1,12.0,True,True,marin_data.product_product_1747,marin_data.stock_package_type_12
product_packaging_1204,12x1,12.0,True,True,marin_data.product_product_1748,marin_data.stock_package_type_8
product_packaging_1205,12x1,12.0,True,True,marin_data.product_product_1749,marin_data.stock_package_type_8
product_packaging_1206,12x1,12.0,True,True,marin_data.product_product_1767,marin_data.stock_package_type_8
product_packaging_1207,4x1,4.0,True,True,marin_data.product_product_1776,marin_data.stock_package_type_25
product_packaging_1208,12x1,12.0,True,True,marin_data.product_product_1777,marin_data.stock_package_type_8
product_packaging_1209,1x25,1.0,True,True,marin_data.product_product_1779,marin_data.stock_package_type_42
product_packaging_1210,24x1,24.0,True,True,marin_data.product_product_1780,marin_data.stock_package_type_21
product_packaging_1211,1x25,1.0,True,True,marin_data.product_product_1781,marin_data.stock_package_type_42
product_packaging_1212,24x1,24.0,True,True,marin_data.product_product_1782,marin_data.stock_package_type_21
product_packaging_1213,1x25,1.0,True,True,marin_data.product_product_1783,marin_data.stock_package_type_42
product_packaging_1214,12x1,12.0,True,True,marin_data.product_product_1786,marin_data.stock_package_type_8
product_packaging_1215,15x1,15.0,True,True,marin_data.product_product_1787,marin_data.stock_package_type_6
product_packaging_1216,12x1,12.0,True,True,marin_data.product_product_1788,marin_data.stock_package_type_8
product_packaging_1217,1x.5,1.0,True,True,marin_data.product_product_1793,
product_packaging_1218,1x20,1.0,True,True,marin_data.product_product_1799,marin_data.stock_package_type_37
product_packaging_1219,12x1,12.0,True,True,marin_data.product_product_1807,marin_data.stock_package_type_12
product_packaging_1220,50kg,0.05,True,True,marin_data.product_product_1808,marin_data.stock_package_type_43
product_packaging_1221,6x1,6.0,True,True,marin_data.product_product_1809,marin_data.stock_package_type_30
product_packaging_1222,12x1,12.0,True,True,marin_data.product_product_1811,marin_data.stock_package_type_8
product_packaging_1223,10x1,10.0,True,True,marin_data.product_product_1816,marin_data.stock_package_type_4
product_packaging_1224,10x1,10.0,True,True,marin_data.product_product_1820,marin_data.stock_package_type_33
product_packaging_1225,12x1,12.0,True,True,marin_data.product_product_1821,marin_data.stock_package_type_8
product_packaging_1226,12x1,12.0,True,True,marin_data.product_product_1826,marin_data.stock_package_type_8
product_packaging_1227,12x1,12.0,True,True,marin_data.product_product_1828,marin_data.stock_package_type_8
product_packaging_1228,20x1,20.0,True,True,marin_data.product_product_1834,marin_data.stock_package_type_19
product_packaging_1229,20x1,20.0,True,True,marin_data.product_product_1835,marin_data.stock_package_type_17
product_packaging_1230,2x1,2.0,True,True,marin_data.product_product_1844,marin_data.stock_package_type_23
product_packaging_1231,2x1,2.0,True,True,marin_data.product_product_1852,marin_data.stock_package_type_23
product_packaging_1232,12x1,12.0,True,True,marin_data.product_product_1856,marin_data.stock_package_type_8
product_packaging_1233,12x1,12.0,True,True,marin_data.product_product_1857,marin_data.stock_package_type_8
product_packaging_1234,12x1,12.0,True,True,marin_data.product_product_1858,marin_data.stock_package_type_8
product_packaging_1235,25kg,1.0,True,True,marin_data.product_product_1864,marin_data.stock_package_type_42
product_packaging_1236,16x1,16.0,True,True,marin_data.product_product_1866,marin_data.stock_package_type_9
product_packaging_1237,12x1,12.0,True,True,marin_data.product_product_1867,marin_data.stock_package_type_8
product_packaging_1238,12x1,12.0,True,True,marin_data.product_product_1873,marin_data.stock_package_type_8
product_packaging_1239,1x20,1.0,True,True,marin_data.product_product_1874,marin_data.stock_package_type_37
product_packaging_1240,12x1,12.0,True,True,marin_data.product_product_1875,marin_data.stock_package_type_8
product_packaging_1241,12x1,12.0,True,True,marin_data.product_product_1876,marin_data.stock_package_type_8
product_packaging_1242,12x1,12.0,True,True,marin_data.product_product_1877,marin_data.stock_package_type_8
product_packaging_1243,1x20,1.0,True,True,marin_data.product_product_1878,marin_data.stock_package_type_37
product_packaging_1244,4x5,4.0,True,True,marin_data.product_product_1879,marin_data.stock_package_type_24
product_packaging_1245,1x20,1.0,True,True,marin_data.product_product_1887,marin_data.stock_package_type_37
product_packaging_1246,1x25,1.0,True,True,marin_data.product_product_1888,marin_data.stock_package_type_42
product_packaging_1247,12x1,12.0,True,True,marin_data.product_product_1890,marin_data.stock_package_type_8
product_packaging_1248,12x1,12.0,True,True,marin_data.product_product_1892,marin_data.stock_package_type_8
product_packaging_1249,12x1,12.0,True,True,marin_data.product_product_1893,marin_data.stock_package_type_8
product_packaging_1250,1x20,1.0,True,True,marin_data.product_product_1899,marin_data.stock_package_type_37
product_packaging_1251,10x1,10.0,True,True,marin_data.product_product_1901,marin_data.stock_package_type_4
product_packaging_1252,12x1,12.0,True,True,marin_data.product_product_1903,marin_data.stock_package_type_8
product_packaging_1253,12x1,12.0,True,True,marin_data.product_product_1904,marin_data.stock_package_type_8
product_packaging_1254,12x1,12.0,True,True,marin_data.product_product_1908,marin_data.stock_package_type_33
product_packaging_1255,2x1,2.0,True,True,marin_data.product_product_1940,marin_data.stock_package_type_22
product_packaging_1256,12x1,12.0,True,True,marin_data.product_product_1947,marin_data.stock_package_type_8
product_packaging_1257,1x25,1.0,True,True,marin_data.product_product_1951,marin_data.stock_package_type_42
product_packaging_1258,50kg,0.05,True,True,marin_data.product_product_1952,marin_data.stock_package_type_43
product_packaging_1259,12x1,12.0,True,True,marin_data.product_product_1956,marin_data.stock_package_type_8
product_packaging_1260,12x1,12.0,True,True,marin_data.product_product_1960,marin_data.stock_package_type_29
product_packaging_1261,12x1,12.0,True,True,marin_data.product_product_1961,marin_data.stock_package_type_8
product_packaging_1262,16x1,16.0,True,True,marin_data.product_product_1966,marin_data.stock_package_type_13
product_packaging_1263,20x1,20.0,True,True,marin_data.product_product_1967,marin_data.stock_package_type_15
product_packaging_1264,4x1,4.0,True,True,marin_data.product_product_1968,marin_data.stock_package_type_24
product_packaging_1265,12x1,12.0,True,True,marin_data.product_product_1971,marin_data.stock_package_type_9
product_packaging_1266,12x1,12.0,True,True,marin_data.product_product_1972,marin_data.stock_package_type_8
product_packaging_1267,12x1,12.0,True,True,marin_data.product_product_1973,marin_data.stock_package_type_8
product_packaging_1268,1x20,1.0,True,True,marin_data.product_product_1974,marin_data.stock_package_type_37
product_packaging_1269,12x1,12.0,True,True,marin_data.product_product_1975,marin_data.stock_package_type_8
product_packaging_1270,12x1,12.0,True,True,marin_data.product_product_1976,marin_data.stock_package_type_8
product_packaging_1271,12x1,12.0,True,True,marin_data.product_product_1977,marin_data.stock_package_type_8
product_packaging_1272,1x20,1.0,True,True,marin_data.product_product_1978,marin_data.stock_package_type_37
product_packaging_1273,12x1,12.0,True,True,marin_data.product_product_1987,marin_data.stock_package_type_8
product_packaging_1274,12x1,12.0,True,True,marin_data.product_product_1988,marin_data.stock_package_type_8
product_packaging_1275,12x1,12.0,True,True,marin_data.product_product_1991,marin_data.stock_package_type_8
product_packaging_1276,12x1,12.0,True,True,marin_data.product_product_1994,marin_data.stock_package_type_8
product_packaging_1277,12x1,12.0,True,True,marin_data.product_product_1995,marin_data.stock_package_type_8
product_packaging_1278,12x1,12.0,True,True,marin_data.product_product_1996,marin_data.stock_package_type_8
product_packaging_1279,12x1,12.0,True,True,marin_data.product_product_1998,marin_data.stock_package_type_8
product_packaging_1280,10x1,10.0,True,True,marin_data.product_product_1999,marin_data.stock_package_type_3
product_packaging_1281,10x1,10.0,True,True,marin_data.product_product_2000,marin_data.stock_package_type_3
product_packaging_1282,1x200,1.0,True,True,marin_data.product_product_2008,marin_data.stock_package_type_34
product_packaging_1283,1x20,1.0,True,True,marin_data.product_product_2014,marin_data.stock_package_type_37
product_packaging_1284,1x20,1.0,True,True,marin_data.product_product_2015,marin_data.stock_package_type_37
product_packaging_1285,12x1,12.0,True,True,marin_data.product_product_2022,marin_data.stock_package_type_8
product_packaging_1286,12x1,12.0,True,True,marin_data.product_product_2024,marin_data.stock_package_type_8
product_packaging_1287,2x9,2.0,True,True,marin_data.product_product_2025,marin_data.stock_package_type_23
product_packaging_1288,1x20,1.0,True,True,marin_data.product_product_2027,marin_data.stock_package_type_37
product_packaging_1289,1x200,1.0,True,True,marin_data.product_product_2029,marin_data.stock_package_type_34
product_packaging_1290,50kg,0.05,True,True,marin_data.product_product_2033,marin_data.stock_package_type_43
product_packaging_1291,12x1,12.0,True,True,marin_data.product_product_2037,marin_data.stock_package_type_8
product_packaging_1292,12x1,12.0,True,True,marin_data.product_product_2044,marin_data.stock_package_type_8
product_packaging_1293,12x1,12.0,True,True,marin_data.product_product_2046,marin_data.stock_package_type_8
product_packaging_1294,15x1,15.0,True,True,marin_data.product_product_2048,marin_data.stock_package_type_10
product_packaging_1295,12x1,12.0,True,True,marin_data.product_product_2051,marin_data.stock_package_type_8
product_packaging_1296,10x1,10.0,True,True,marin_data.product_product_2058,marin_data.stock_package_type_4
product_packaging_1297,4x1,4.0,True,True,marin_data.product_product_2059,marin_data.stock_package_type_25
